"sp" "mother" "block" "treat" "mort" "diameter" "height" "leaves" "lBio" "sBio" "rBio" "rootTstem" "dden" "si" "raden" "slm" "p50" "fden" "Dden" "wet" "fleaf" "rgr" "leafTwood" "local" "surv" "name" "A" "Adate" "E" "rTs" "lTb"
"278" "pmal" "Pmal_1_RDC" "B" 15 1 4.65 340 6 1591.38044202321 1369.43334014498 1277.59825197037 0.932939351275844 0.39 0.0313 0.15 4.96 -1.47571143778228 NA NA "wet" "high" 0.0637746757453546 0.375466195642456 "sfr" 0 "B118" NA NA NA 1.10821933463314 0.307792273027868
"279" "ssmi" "Ssmi_5" "B" 21 0 4.14 255 6 3506.2669113771 1410.68706223105 1710.85364947264 1.21278042117071 0.31 0.0293 0.13 4.63 -1.11733744698828 0.498167424 0.188167424 "wet" "high" -0.0484303174092815 0.529023639606982 "sfr" 1 "B119" -0.33 "21.08.2015" 0.82 0.881318758953821 0.249740528331436
"280" "ssem" "SS" "B" 12 0 3.14 232 7 964.073112930248 535.677198877336 702.700388469719 1.31179820597634 0.72 0.014 0.12 5.16 -4.64913263523571 0.704559395 -0.015440605 "wet" "high" NA 0.437727442802177 "sfr" 1 "B120" 0.73 "21.08.2015" 0.21 1.02239348582335 0.257097042694379
"281" "sxan" "Sxan_1" "B" 12 1 4.11 200 4 906.861528158603 806.10683868663 800.971566958515 0.993629539557707 0.51 0.006 0.16 6.96 -2.23989199255121 NA NA "wet" "high" 0.142803752461038 0.360733172644449 "sfr" 0 "B121" -3.19 "30.07.2015" 0.74 1.13561314857521 0.36920464173473
"282" "dry" "DL_m_7" "B" 21 0 5.27 520 17 4395.43903204795 3510.7912197814 1916.20131976905 0.545803267643002 0.59 0.0372 0.12 5.43 -2.95831330249817 0.58685446 -0.00314554 "wet" "high" 0.0628809774006168 0.447489911231083 "mal" 1 "B122" -0.01 "07.08.2015" 0.26 0.736364768672071 0.361645549985552
"283" "ssem" "SS" "B" 3 0 3.59 260 9 1967.566807309 769.059779334811 868.776310747902 1.12966031262139 0.72 0.014 0.12 5.16 -4.64913263523571 0.600554017 -0.119445983 "wet" "high" NA 0.54572730518756 "sfr" 1 "B123" -0.93 "21.08.2015" 0.33 1.02239348582335 0.257097042694379
"284" "spar" "SP_m_7" "B" 21 1 2.93 275 5 1893.80924091341 1260.44446360155 1950.9949025458 1.5478626459837 0.36 0.0423 0.2 4.81 -1.32952049012629 NA NA "wet" "high" 0.239877984932386 0.370953382817479 "mal" 0 "B124" NA NA NA 1.18152048315931 0.298487653517437
"285" "slep" "Slep_m_122" "B" 3 0 3.56 410 6 897.978645766617 851.646097255219 658.841860776829 0.773609910149555 0.42 0.055 0.25 4.44 -1.63797719837667 0.744349446 0.324349446 "wet" "high" 0.171054775478813 0.372842473443607 "sfr" 1 "B125" 3.8 "20.08.2015" 1.29 1.03017923451197 0.246401415393927
"286" "sbec" "SHOREABECCARINA_Sbec" "B" 0 0 4.17 320 4 1089.65223012128 1817.01354048684 1183.0580776643 0.651100308997873 0.41 0.037 0.1 5.37 -1.58199721886186 0.356663552 -0.053336448 "dry" "high" -0.0631433788054629 0.266436627642126 "sfr" 1 "B126" NA NA NA 0.723698094365868 0.326628969784602
"287" "ssem" "SS" "B" 15 0 2.9 210 9 1738.86759929083 492.292163230014 698.403175453777 1.41867620006671 0.72 0.014 0.12 5.16 -4.64913263523571 0.74124895 0.02124895 "wet" "high" 0.221277793030308 0.593558710328651 "sfr" 1 "B127" -0.44 "07.08.2015" 0.26 1.02239348582335 0.257097042694379
"288" "spar" "Sp_m_4" "B" 6 0 3.26 261 6 1945.56984315427 1158.97682221264 1697.21977150494 1.4644121771691 0.36 0.0423 0.2 4.81 -1.32952049012629 0.502803738 0.142803738 "wet" "high" NA 0.405177942062032 "mal" 1 "B128" -0.68 "31.07.2015" 0.49 1.18152048315931 0.298487653517437
"289" "ssmi" "Ssmi_Tawau" "B" 15 1 4.53 400 6 4021.9388516016 2441.42689842598 2198.75580084284 0.900602759091581 0.31 0.0293 0.13 4.63 -1.11733744698828 NA NA "wet" "high" 0.114212920104508 0.464313370342564 "taw" 0 "B129" NA NA NA 0.881318758953821 0.249740528331436
"290" "dry" "DL_m_3" "B" 15 0 4.44 565 13 3329.25930773043 2795.1237450789 1437.22644650349 0.514190632537781 0.59 0.0372 0.12 5.43 -2.95831330249817 0.577574617 -0.012425383 "wet" "high" 0.113159897846725 0.440284480180177 "mal" 1 "B130" NA NA NA 0.736364768672071 0.361645549985552
"291" "spar" "Sp_m_1" "B" 0 0 4.19 328 7 1468.44712320587 1207.94061235641 1230.6628693694 1.0188107401809 0.36 0.0423 0.2 4.81 -1.32952049012629 0.393635978 0.033635978 "dry" "high" NA 0.375845432191823 "mal" 1 "B131" NA NA NA 1.18152048315931 0.298487653517437
"292" "ptom" "Ptom_3" "B" 9 1 4.24 241 4 808.096273389159 695.621077770106 772.597226752555 1.11065816066012 0.31 0.0262 0.13 4.92 -1.11733744698828 NA NA "wet" "high" 0.0757952351901289 0.355002020032955 "sfr" 0 "B132" -0.88 "07.08.2015" 0.44 1.25739196337714 0.290252763040932
"293" "spar" "SP_m_5" "B" 9 0 4.34 430 16 6010.09834841925 2395.00173820592 1842.47474216554 0.769299960318912 0.36 0.0423 0.2 4.81 -1.32952049012629 0.486810103 0.126810103 "wet" "high" NA 0.586489823088073 "mal" 1 "B133" NA NA NA 1.18152048315931 0.298487653517437
"294" "sbec" "Sbec_Sfr" "B" 21 1 5.36 265 5 1692.85775871186 2029.90138296982 1430.71550066052 0.704820200953472 0.41 0.037 0.1 5.37 -1.58199721886186 NA NA "wet" "high" 0.166176297987763 0.328488617136665 "sfr" 0 "B134" NA NA NA 0.723698094365868 0.326628969784602
"295" "dry" "DL_m_1" "B" 12 0 6.57 505 12 2954.65422050623 3550.66093463419 2109.88223554208 0.594222392502103 0.59 0.0372 0.12 5.43 -2.95831330249817 0.49975442 -0.09024558 "wet" "high" -0.12088766148705 0.342958389287951 "mal" 1 "B135" 2.07 "07.08.2015" 0.71 0.736364768672071 0.361645549985552
"296" "ptom" "Pt_m_4" "B" 15 0 3.99 371 5 1247.7928621453 973.199740865635 825.118479222586 0.847840833258613 0.31 0.0262 0.13 4.92 -1.11733744698828 0.667129513 0.357129513 "wet" "high" 0.253822431400656 0.409634720619043 "mal" 1 "B136" -0.68 "29.07.2015" 0.24 1.25739196337714 0.290252763040932
"297" "dry" "DL_m_7" "B" 9 0 5.22 180 10 1497.37523087007 1130.44752353577 927.900399195176 0.820825717139815 0.59 0.0372 0.12 5.43 -2.95831330249817 0.521392641 -0.0686073589999999 "wet" "high" -0.102836923529207 0.421116933514248 "mal" 1 "B137" 0.23 "31.07.2015" 0.64 0.736364768672071 0.361645549985552
"298" "pmal" "Pm_m_5" "B" 18 1 4 375 6 1475.64291467494 1285.84904951083 1112.26384296641 0.865003433637521 0.39 0.0313 0.15 4.96 -1.47571143778228 0.592841163 0.202841163 "wet" "high" NA 0.38093338561776 "mal" 0 "B138" NA NA NA 1.10821933463314 0.307792273027868
"299" "sxan" "9K_Sxan_29" "B" 21 1 3.33 161 5 1071.64252851954 457.171456154144 596.830060745649 1.30548408635647 0.51 0.006 0.16 6.96 -2.23989199255121 NA NA "wet" "high" 0.14071097402129 0.504149568611396 "sfr" 0 "B139" NA NA NA 1.13561314857521 0.36920464173473
"300" "pmal" "Pmal_1_RDC" "B" 3 0 3.17 265 7 1551.03210337255 723.264027767971 789.453585306245 1.09151506918233 0.39 0.0313 0.15 4.96 -1.47571143778228 0.571012685 0.181012685 "wet" "high" 0.260253875917049 0.5062528753724 "sfr" 1 "B140" -0.03 "07.08.2015" 0.52 1.10821933463314 0.307792273027868
"301" "slep" "12H_Slep_8" "B" 9 0 4.05 430 5 683.794638250098 967.444602457596 735.942867026011 0.760708018998192 0.42 0.055 0.25 4.44 -1.63797719837667 0.363943054 -0.056056946 "wet" "high" 0.0177856323142879 0.286444270855928 "sfr" 1 "B141" 1.5 "07.08.2015" 0.87 1.03017923451197 0.246401415393927
"302" "spar" "9Q_Spar_10" "B" 18 0 3.99 421 5 1337.47725349094 1567.77768303109 1419.72951796306 0.905568138473691 0.36 0.0423 0.2 4.81 -1.32952049012629 0.511016347 0.151016347 "wet" "high" 0.00666530857552107 0.309244407133984 "sfr" 1 "B142" NA NA NA 1.18152048315931 0.298487653517437
"303" "ptom" "9I_Ptom_5" "B" 18 1 3.91 315 6 1597.56793002213 820.485173731742 760.362098463588 0.926722532968266 0.31 0.0262 0.13 4.92 -1.11733744698828 0.633999366 0.323999366 "wet" "high" 0.10682556564941 0.502630345119029 "sfr" 0 "B143" -0.46 "29.07.2015" 0.41 1.25739196337714 0.290252763040932
"304" "sbec" "SHOREABECCARINA_Sbec" "B" 12 0 4.99 350 7 3434.61111159645 2564.75258767862 1609.91348063533 0.627707127919296 0.41 0.037 0.1 5.37 -1.58199721886186 0.409614989 -0.000385010999999991 "wet" "high" NA 0.451371533772528 "sfr" 1 "B144" NA NA NA 0.723698094365868 0.326628969784602
"305" "ptom" "Pt_m_1" "B" 12 1 3.99 315 5 1157.194485284 812.578646599311 766.439793782824 0.943219215752739 0.31 0.0262 0.13 4.92 -1.11733744698828 NA NA "wet" "high" 0.135663093630168 0.422918287692205 "mal" 0 "B145" NA NA NA 1.25739196337714 0.290252763040932
"306" "ptom" "Ptom_3" "B" 0 0 3.25 171 4 538.180836060149 319.712084166191 399.260845522889 1.2488137461684 0.31 0.0262 0.13 4.92 -1.11733744698828 0.796731626 0.486731626 "dry" "high" 0.119542271929647 0.428094677614403 "sfr" 1 "B146" NA NA NA 1.25739196337714 0.290252763040932
"307" "ssem" "SS" "B" 15 1 3.94 205 9 1880.06176332673 728.297846336529 873.010727985684 1.19870013673264 0.72 0.014 0.12 5.16 -4.64913263523571 0.692248212 -0.027751788 "wet" "high" 0.238381361718355 0.54003498076461 "sfr" 0 "B147" NA NA NA 1.02239348582335 0.257097042694379
"308" "dry" "DL_Tawau" "B" 12 0 5.95 583 17 4042.23218891115 4523.84828222702 2443.04491802896 0.54003688134879 0.59 0.0372 0.12 5.43 -2.95831330249817 0.5332487 -0.0567512999999999 "wet" "high" 0.0344377774995795 0.367171055467191 "taw" 1 "B148" 0.81 "21.08.2015" 1.74 0.736364768672071 0.361645549985552
"309" "slep" "12H_Slep_8" "B" 0 0 4.69 432 8 1681.54427653735 1282.7714394831 969.966671551196 0.756149257534179 0.42 0.055 0.25 4.44 -1.63797719837667 0.290936635 -0.129063365 "dry" "high" -0.121261961955181 0.427408129586562 "sfr" 1 "B149" 1.59 "03.08.2015" 1.06 1.03017923451197 0.246401415393927
"310" "ssem" "Ssem_ou" "B" 3 0 2.94 211 3 239.393973292168 378.689710138772 561.919483862862 1.48385200024829 0.72 0.014 0.12 5.16 -4.64913263523571 0.693576557 -0.026423443 "wet" "high" 0.115398730320493 0.202875704004414 "mal" 1 "B150" 0.41 "07.08.2015" 0.54 1.02239348582335 0.257097042694379
"311" "sjoh" "SJ_m_10" "B" 21 0 3.34 228 5 747.017282721419 513.328429111105 626.92192070465 1.2212881367008 0.4 0.0449 0.19 4.73 -1.52793042721657 0.579662767 0.179662767 "wet" "high" 0.287168358424614 0.395819474589916 "mal" 1 "B151" NA NA NA 1.44202945767578 0.242364619261867
"312" "dry" "DL_Tawau" "B" 21 0 4.95 511 16 4227.85833597431 3066.1089204312 1690.97601404977 0.551505526363349 0.59 0.0372 0.12 5.43 -2.95831330249817 0.604537642 0.0145376420000001 "wet" "high" 0.0383491247468537 0.470549252088943 "taw" 1 "B152" NA NA NA 0.736364768672071 0.361645549985552
"313" "spar" "SP_m_5" "B" 0 0 3.6 444 8 3028.05085185254 2236.62409635321 1978.37824839784 0.884537661748151 0.36 0.0423 0.2 4.81 -1.32952049012629 0.387035739 0.027035739 "dry" "high" 0.216989314845672 0.418062765750837 "mal" 1 "B153" 2.62 "31.07.2015" 1.42 1.18152048315931 0.298487653517437
"314" "slep" "Slep_1" "B" 3 0 5.32 441 9 2058.47874250762 1566.81124182097 1193.00845552245 0.761424493058857 0.42 0.055 0.25 4.44 -1.63797719837667 0.40427379 -0.01572621 "wet" "high" 0.104875635513307 0.427221096452311 "sfr" 1 "B154" -0.31 "21.08.2015" 0.73 1.03017923451197 0.246401415393927
"315" "sbec" "SHOREABECCARINA_Sbec" "B" 6 0 5.79 371 7 3550.3831386669 2975.72883644403 1924.81872552997 0.64683942365868 0.41 0.037 0.1 5.37 -1.58199721886186 0.464956077 0.054956077 "wet" "high" 0.0885208990365875 0.42011741244046 "sfr" 1 "B155" -0.57 "30.07.2015" 0.67 0.723698094365868 0.326628969784602
"316" "ssmi" "Ssmi_Tawau" "B" 3 0 5.32 325 5 2604.98138500453 2393.08928185301 2165.09857024893 0.904729542130771 0.31 0.0293 0.13 4.63 -1.11733744698828 0.434985423 0.124985423 "wet" "high" -0.0400936292488704 0.363663247199336 "taw" 1 "B156" 2.16 "29.07.2015" 1.34 0.881318758953821 0.249740528331436
"317" "ssem" "SS" "B" 21 0 4.03 271 9 2069.86050252357 931.709018198692 971.433891196301 1.04263656594675 0.72 0.014 0.12 5.16 -4.64913263523571 0.658431019 -0.061568981 "wet" "high" 0.263762372158465 0.520981305053558 "sfr" 1 "B157" 1.01 "21.08.2015" 0.71 1.02239348582335 0.257097042694379
"318" "slep" "SL_m_72" "B" 6 0 5.11 390 7 1190.33297993316 1208.09961290183 981.214344718359 0.812196555846502 0.42 0.055 0.25 4.44 -1.63797719837667 NA NA "wet" "high" -0.00778422650091188 0.352206310874261 "mal" 1 "B158" 2.62 "30.07.2015" 1.23 1.03017923451197 0.246401415393927
"319" "sbec" "Sbec_Sfr" "B" 9 0 4.29 250 4 1013.60288293455 1500.31147786412 1103.5554806291 0.735550915200721 0.41 0.037 0.1 5.37 -1.58199721886186 0.533075007 0.123075007 "wet" "high" -0.112473055601255 0.280196636700776 "sfr" 1 "B159" -0.46 "29.07.2015" 1.36 0.723698094365868 0.326628969784602
"320" "sxan" "9K_Sxan_29" "B" 15 0 2.62 105 5 954.386196504122 230.824797583594 429.365343946112 1.86013525600782 0.51 0.006 0.16 6.96 -2.23989199255121 0.652604549 0.142604549 "wet" "high" 0.0730618997189786 0.591106269813379 "sfr" 1 "B160" 0.16 "07.08.2015" 0.59 1.13561314857521 0.36920464173473
"321" "dry" "Dl_m_4" "C" 0 0 5.52 540 18 4563.65385240576 4041.13168411144 2167.15049131369 0.536273168190559 0.59 0.0372 0.12 5.43 -2.95831330249817 0.501804052 -0.088195948 "dry" "high" 0.0419641348629775 0.423661432876586 "mal" 1 "C1" 0.13 "21.08.2015" 0.67 0.736364768672071 0.361645549985552
"322" "dry" "DL_Tawau" "C" 3 0 4.69 540 15 4090.06379031239 2995.64151895553 1591.11552396322 0.531143500947998 0.59 0.0372 0.12 5.43 -2.95831330249817 0.484024797 -0.105975203 "wet" "high" -0.0355857765367292 0.47137815438668 "taw" 1 "C2" 0.11 "31.07.2015" 2.72 0.736364768672071 0.361645549985552
"323" "pmal" "Pmal_1_RDC" "C" 6 0 3.2 250 8 2171.31133932487 723.1717713489 810.812724037654 1.12118967603683 0.39 0.0313 0.15 4.96 -1.47571143778228 0.60980674 0.21980674 "wet" "high" 0.0795932622163782 0.586002153723841 "sfr" 1 "C3" 0.02 "07.08.2015" 0.6 1.10821933463314 0.307792273027868
"324" "ssmi" "Ssmi_5" "C" 12 0 5.19 420 6 3745.64773881504 3016.45210649592 2498.23114677737 0.828201827371115 0.31 0.0293 0.13 4.63 -1.11733744698828 0.51473499 0.20473499 "wet" "high" 0.0940403311929379 0.404483138023379 "sfr" 1 "C4" -0.28 "07.08.2015" 0.2 0.881318758953821 0.249740528331436
"325" "ptom" "Pt_m_4" "C" 21 1 4.28 316 5 1248.30280556892 933.099327221495 906.360047713492 0.97134358719599 0.31 0.0262 0.13 4.92 -1.11733744698828 NA NA "wet" "high" NA 0.404274271331739 "mal" 0 "C5" NA NA NA 1.25739196337714 0.290252763040932
"326" "sbec" "Sbec_Sfr" "C" 12 1 3.03 211 3 495.012936591158 946.393625068329 795.665999405294 0.840734741157885 0.41 0.037 0.1 5.37 -1.58199721886186 NA NA "wet" "high" NA 0.221277103481859 "sfr" 0 "C6" -0.17 "07.08.2015" 0.22 0.723698094365868 0.326628969784602
"327" "sxan" "ou_sxan_2" "C" 6 1 3.71 212 6 1563.54594226119 725.070138426965 760.15589287703 1.04838946274382 0.51 0.006 0.16 6.96 -2.23989199255121 NA NA "wet" "high" NA 0.512844501267441 "sfr" 0 "C7" NA NA NA 1.13561314857521 0.36920464173473
"328" "spar" "9P_Spar_2" "C" 12 1 2.49 181 7 3521.85762980722 1026.11300713043 2298.26960799741 2.23978216047044 0.36 0.0423 0.2 4.81 -1.32952049012629 NA NA "wet" "high" NA 0.514422150524551 "sfr" 0 "C8" NA NA NA 1.18152048315931 0.298487653517437
"329" "sjoh" "8K_SJoh_8" "C" 3 0 3.36 311 4 595.207512671712 669.21421598264 676.907066537076 1.0114953483813 0.4 0.0449 0.19 4.73 -1.52793042721657 NA NA "wet" "high" 0.0839773595204479 0.306597993161185 "sfr" 1 "C9" -1.03 "30.07.2015" 0.79 1.44202945767578 0.242364619261867
"330" "ptom" "Pt_m_1" "C" 12 1 4.09 325 5 1203.37235957691 878.620628237016 822.456928313686 0.936077417125951 0.31 0.0262 0.13 4.92 -1.11733744698828 NA NA "wet" "high" 0.266459038118809 0.414320230793072 "mal" 0 "C10" NA NA NA 1.25739196337714 0.290252763040932
"331" "ssmi" "Ssmi_Tawau" "C" 9 0 4.69 384 7 4950.17022799322 2549.66643721188 2291.74732051366 0.89884201598533 0.31 0.0293 0.13 4.63 -1.11733744698828 0.359050445 0.049050445 "wet" "high" 0.0389215986892279 0.505553568780409 "taw" 1 "C11" NA NA NA 0.881318758953821 0.249740528331436
"332" "spar" "SP_m_5" "C" 0 0 3.31 370 5 1770.61622342333 1638.23875185141 1841.50471693277 1.12407591070083 0.36 0.0423 0.2 4.81 -1.32952049012629 0.407778007 0.047778007 "dry" "high" 0.240114792006654 0.337237127972631 "mal" 1 "C12" 1.32 "21.08.2015" 0.07 1.18152048315931 0.298487653517437
"333" "ssmi" "Ssmi_4" "C" 21 0 5.4 480 5 3186.32714841942 3451.05299406451 2688.37580546972 0.779001600408187 0.31 0.0293 0.13 4.63 -1.11733744698828 0.452487648 0.142487648 "wet" "high" -0.00281208995515409 0.341669583270469 "sfr" 1 "C13" 0.13 "21.08.2015" 0.09 0.881318758953821 0.249740528331436
"334" "slep" "12I_Slep_3" "C" 6 0 4.25 480 8 1859.96631568164 1352.56110600279 925.852233872777 0.684517860053612 0.42 0.055 0.25 4.44 -1.63797719837667 0.372507244 -0.047492756 "wet" "high" 0.238652198179353 0.449443132454992 "sfr" 1 "C14" -0.01 "21.08.2015" 0.08 1.03017923451197 0.246401415393927
"335" "ptom" "Ptom_4" "C" 21 1 4.36 231 7 2140.609803507 827.696996112528 915.270925344113 1.10580433376332 0.31 0.0262 0.13 4.92 -1.11733744698828 NA NA "wet" "high" NA 0.551195303687926 "sfr" 0 "C15" NA NA NA 1.25739196337714 0.290252763040932
"336" "spar" "Sp_m_3" "C" 9 0 3.34 341 9 3892.96149110412 1760.26391962419 2033.31632016986 1.15512014846272 0.36 0.0423 0.2 4.81 -1.32952049012629 0.536794475 0.176794475 "wet" "high" 0.135485888397888 0.506464627057873 "mal" 1 "C16" 3.8 "20.08.2015" 1.26 1.18152048315931 0.298487653517437
"337" "ssmi" "9H_Ssmi_4" "C" 3 0 4.36 420 6 4237.40205339422 2482.67592909199 2199.28978342738 0.885854556229473 0.31 0.0293 0.13 4.63 -1.11733744698828 0.440683761 0.130683761 "wet" "high" 0.205459183611134 0.475078746005737 "sfr" 1 "C17" 2.05 "03.08.2015" 1.29 0.881318758953821 0.249740528331436
"338" "ptom" "Ptom_4" "C" 15 1 4.17 245 8 2948.30503464775 819.58560743865 868.352882770499 1.05950235690968 0.31 0.0262 0.13 4.92 -1.11733744698828 NA NA "wet" "high" NA 0.635925403581718 "sfr" 0 "C18" 1.03 "21.08.2015" 0.11 1.25739196337714 0.290252763040932
"339" "spar" "Spar_1" "C" 18 1 3.56 365 5 1546.84718969177 1490.94700181946 1622.00843993356 1.0879048269014 0.36 0.0423 0.2 4.81 -1.32952049012629 NA NA "wet" "high" NA 0.331955516582076 "sfr" 0 "C19" NA NA NA 1.18152048315931 0.298487653517437
"340" "sxan" "11H_Sxan_1" "C" 15 1 4.31 220 6 1578.87819482199 1060.55531872797 953.38885146252 0.898952496514764 0.51 0.006 0.16 6.96 -2.23989199255121 NA NA "wet" "high" NA 0.43945345313962 "sfr" 0 "C20" -0.8 "30.07.2015" 1.08 1.13561314857521 0.36920464173473
"341" "sxan" "8m_Sxan_3" "C" 12 1 4.69 400 9 4006.90190906077 2490.13886228858 1552.64337409127 0.623516783583829 0.51 0.006 0.16 6.96 -2.23989199255121 NA NA "wet" "high" NA 0.497771320795276 "sfr" 0 "C21" -0.11 "30.07.2015" 0.77 1.13561314857521 0.36920464173473
"342" "dry" "DL_Tawau" "C" 12 0 4.35 495 12 2633.6610945118 2134.0066132246 1235.41309589557 0.578917182467768 0.59 0.0372 0.12 5.43 -2.95831330249817 0.508078843 -0.081921157 "wet" "high" 0.15809525734458 0.438718248289843 "taw" 1 "C22" -0.34 "31.07.2015" 0.32 0.736364768672071 0.361645549985552
"343" "dry" "DL_m_3" "C" 6 0 4.37 422 7 1185.65434688388 1366.55435469408 932.658226215375 0.682488935044345 0.59 0.0372 0.12 5.43 -2.95831330249817 0.600027902 0.010027902 "wet" "high" 0.14552614079056 0.340229446762448 "mal" 1 "C23" 3.44 "20.08.2015" 1.39 0.736364768672071 0.361645549985552
"344" "ssmi" "Ssmi_m_2" "C" 0 0 3.65 295 3 1551.25675117854 1183.52968118849 1492.79404392275 1.26130680763637 0.31 0.0293 0.13 4.63 -1.11733744698828 0.431592738 0.121592738 "dry" "high" 0.149509042064863 0.366937249303402 "sfr" 1 "C24" 3.87 "31.07.2015" 1.53 0.881318758953821 0.249740528331436
"345" "slep" "8Pslep_2" "C" 3 0 4.87 490 10 3064.43071570254 1700.6110454483 1181.38256648893 0.694681226286816 0.42 0.055 0.25 4.44 -1.63797719837667 0.338364984 -0.081635016 "wet" "high" 0.285018171439404 0.515340067720808 "sfr" 1 "C25" 1.14 "03.08.2015" 0.87 1.03017923451197 0.246401415393927
"346" "dry" "DL_Tawau" "C" 18 0 5.33 530 11 2655.26534969279 2742.0074338189 1568.36906966587 0.571978416368311 0.59 0.0372 0.12 5.43 -2.95831330249817 0.514607206 -0.075392794 "wet" "high" 0.0234060638662085 0.3811946415938 "taw" 1 "C26" 0.04 "07.08.2015" 0.35 0.736364768672071 0.361645549985552
"347" "sbec" "Sbec_Sfr" "C" 21 0 4.08 290 3 709.094664082725 1554.86166705787 1076.44572256206 0.692309641023516 0.41 0.037 0.1 5.37 -1.58199721886186 0.533062551 0.123062551 "wet" "high" -0.0023885397213208 0.21227823857213 "sfr" 1 "C27" 1.3 "21.08.2015" 1.38 0.723698094365868 0.326628969784602
"348" "sjoh" "8K_SJoh_8" "C" 0 0 3.22 311 7 1648.02460273032 738.908848379703 730.840283051233 0.989080432118031 0.4 0.0449 0.19 4.73 -1.52793042721657 0.5 0.1 "dry" "high" 0.20574588456744 0.528590187502388 "sfr" 1 "C28" 4.11 "21.08.2015" 1.23 1.44202945767578 0.242364619261867
"349" "sbec" "SHOREABECCARINA_Sbec" "C" 15 1 4.88 352 8 4767.29755311134 2662.18366399069 1642.11699103831 0.616830842007621 0.41 0.037 0.1 5.37 -1.58199721886186 0.510779661 0.100779661 "wet" "high" 0.045978924282849 0.525519036858735 "sfr" 0 "C29" -0.34 "31.07.2015" 0.3 0.723698094365868 0.326628969784602
"350" "sbec" "Sbec_Sfr" "C" 0 0 3.94 341 4 1074.86874834908 1876.69377023559 1164.57695889779 0.62054714379512 0.41 0.037 0.1 5.37 -1.58199721886186 0.472011688 0.062011688 "dry" "high" 0.236356094532553 0.261135161777 "sfr" 1 "C30" 5.13 "30.07.2015" 1.73 0.723698094365868 0.326628969784602
"351" "spar" "SP_m_5" "C" 9 0 3.84 380 9 2822.01834192642 1737.81148467774 1682.67010649747 0.968269643360945 0.36 0.0423 0.2 4.81 -1.32952049012629 0.50381513 0.14381513 "wet" "high" 0.136198920471969 0.452065418048676 "mal" 1 "C31" -0.12 "21.08.2015" 0.29 1.18152048315931 0.298487653517437
